"","image_path","xmin","ymin","xmax","ymax","label"
"4828","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219997.194432233,229564.211300738,220013.315018908,229578.950122841,"Tree"
"4829","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219981.485802385,229554.031438907,219996.10185768,229566.398870311,"Tree"
"4830","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219973.990389413,229542.788319449,219985.983050168,229553.656668259,"Tree"
"4831","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219978.300251872,229550.845888394,219986.170435492,229558.341301366,"Tree"
"4832","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220010.343142327,229547.847723205,220019.712408542,229556.467448123,"Tree"
"4833","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220007.719747787,229555.530521502,220020.087179191,229565.649329014,"Tree"
"4834","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220016.339472705,229552.532356313,220024.959197623,229561.901622528,"Tree"
"4835","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220020.274564515,229545.224328665,220031.517683973,229556.092677474,"Tree"
"4836","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220020.649335164,229537.916301017,220029.64383073,229546.910796584,"Tree"
"4837","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220025.146582947,229531.91997064,220037.139243702,229543.912631395,"Tree"
"4838","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220033.57892254,229524.049787019,220047.07066589,229536.042447774,"Tree"
"4839","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220041.56484258,229509.055555656,220060.165086171,229528.371193231,"Tree"
"4840","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220051.938055352,229500.470827844,220069.822904958,229519.786465419,"Tree"
"4841","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220060.880480155,229490.813009057,220080.19611773,229509.413252648,"Tree"
"4842","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220068.39211699,229474.001250427,220089.853936518,229504.047797766,"Tree"
"4843","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220080.911511714,229470.781977498,220103.088725226,229489.382221088,"Tree"
"4844","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220093.430906439,229454.685612852,220116.323513935,229475.432038395,"Tree"
"4845","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220104.877210187,229441.808521135,220129.200605652,229463.985734647,"Tree"
"4846","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220122.404362801,229427.142944458,220140.289212408,229445.743188049,"Tree"
"4847","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220130.63139362,229408.185003875,220155.67018307,229434.654581293,"Tree"
"4848","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220155.67018307,229397.096397119,220167.831880802,229408.542700867,"Tree"
"4849","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220099.696565418,229336.740991314,220106.242420374,229346.196115139,"Tree"
"4850","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220124.789009416,229353.832945921,220133.516816024,229363.288069746,"Tree"
"4851","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220184.429021237,229361.469776703,220201.157317235,229377.470755484,"Tree"
"4852","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220207.703172191,229395.653685917,220217.158296017,229405.83612696,"Tree"
"4853","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220191.70219341,229353.105628704,220206.975854974,229369.833924702,"Tree"
"4854","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220200.430000018,229345.105139313,220216.430978799,229359.65148366,"Tree"
"4855","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220210.248782452,229330.195136358,220234.250250624,229352.014652878,"Tree"
"4856","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220233.522933407,229316.01245062,220247.341960536,229331.286112184,"Tree"
"4857","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220241.523422797,229304.739033751,220261.160987665,229322.921964184,"Tree"
"4858","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220264.797573752,229437.110767305,220274.252697577,229448.747842782,"Tree"
"4859","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220300.072458792,229443.292963653,220306.618313748,229448.384184174,"Tree"
"4860","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220306.618313748,229444.02028087,220321.164658095,229458.566625216,"Tree"
"4861","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220316.09364383,229612.436346146,220321.376317557,229617.719019873,"Tree"
"4862","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220307.603632484,229608.097007013,220318.546313775,229619.417022142,"Tree"
"4863","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220304.207627945,229606.587671663,220311.754304697,229611.87034539,"Tree"
"4864","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220293.83094741,229603.191667124,220304.773628701,229616.398351441,"Tree"
"4865","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220282.510932281,229603.757667881,220294.208281248,229614.700349172,"Tree"
"4866","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220275.718923204,229602.814333287,220285.152269145,229608.851674689,"Tree"
"4867","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220269.492914883,229602.24833253,220278.926260824,229608.285673932,"Tree"
"4868","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220261.002903536,229600.927664098,220273.07758634,229609.229008526,"Tree"
"4869","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220251.192223758,229593.758321183,220261.380237374,229605.833003988,"Tree"
"4870","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220234.778201821,229592.437652752,220242.324878574,229601.870998692,"Tree"
"4871","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220215.911509939,229589.041648213,220227.986192744,229598.097660316,"Tree"
"4872","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220207.610165512,229587.720979781,220218.552846803,229599.795662586,"Tree"
"4873","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220254.063575827,229293.157001308,220268.901174158,229310.467532694,"Tree"
"4874","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220265.603930085,229283.677424596,220286.211705545,229300.987955983,"Tree"
"4875","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220278.38075087,229272.137070338,220303.110081422,229288.623290706,"Tree"
"4876","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220291.981882674,229256.475160989,220317.535524244,229276.25862543,"Tree"
"4877","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220003.473026233,229314.176932277,220022.432179656,229331.487463663,"Tree"
"4878","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220015.013380491,229306.758133111,220029.850978822,229321.595731443,"Tree"
"4879","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220039.330555534,229279.143713995,220062.411264049,229301.400111492,"Tree"
"4880","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220053.755998356,229305.521666584,220068.593596687,229320.359264915,"Tree"
"4881","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220055.760142398,229269.229701008,220075.502771658,229285.935002689,"Tree"
"4882","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220066.390788922,229260.49738422,220083.096090604,229274.924690217,"Tree"
"4883","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220078.160433289,229261.256716114,220088.791079813,229271.128030744,"Tree"
"4884","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220080.81809492,229247.209076064,220101.320056074,229267.711037218,"Tree"
"4885","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220092.587739286,229244.93108038,220103.218385811,229254.80239501,"Tree"
"4886","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220032.600519612,229278.341683743,220047.02782561,229294.28765353,"Tree"
"4887","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220019.691877404,229276.823019954,220037.15651098,229286.694334584,"Tree"
"4888","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220013.996888195,229282.518009163,220035.258181243,229298.46397895,"Tree"
"4889","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220005.264571407,229282.897675111,220021.210541193,229296.565649213,"Tree"
"4890","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220005.644237354,229268.090703166,220020.830875246,229279.480681585,"Tree"
"4891","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219997.291586513,229275.304356164,220013.2375563,229286.694334584,"Tree"
"4892","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219985.521942147,229269.609366955,219999.18991625,229284.036672952,"Tree"
"4893","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219996.532254619,229260.49738422,220010.200228721,229269.609366955,"Tree"
"4894","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219979.641565565,229265.526624341,219988.398842057,229273.768766922,"Tree"
"4895","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219972.944824718,229261.920686962,219984.277770767,229270.162829543,"Tree"
"4896","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219976.550762097,229248.269638312,219995.095582904,229263.723655651,"Tree"
"4897","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219988.141275101,229258.314749583,219996.383417682,229265.526624341,"Tree"
"4898","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219965.217816049,229239.254794865,219981.70210121,229252.648276558,"Tree"
"4899","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219963.672414315,229249.557473091,219977.58102992,229265.01149043,"Tree"
"4900","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219952.597035222,229237.19425922,219965.475383004,229250.072607002,"Tree"
"4901","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219952.597035222,229249.042339179,219963.92998127,229259.860151317,"Tree"
"4902","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219934.567348326,229234.103455752,219950.536499577,229249.042339179,"Tree"
"4903","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219996.311899771,229372.76491543,220017.657946471,229396.622261742,"Tree"
"4904","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220011.693609893,229362.09189208,220031.156181884,229377.787514653,"Tree"
"4905","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220022.994458146,229371.195353172,220036.178781108,229383.751851231,"Tree"
"4906","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220018.599683825,229389.716187809,220041.201380331,229411.062234509,"Tree"
"4907","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220033.667481496,229400.389211159,220049.990928972,229417.340483539,"Tree"
"4908","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220047.165716909,229410.748322058,220061.605689677,229422.676995214,"Tree"
"4909","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220048.107454264,229395.680524387,220070.70915077,229413.887446573,"Tree"
"4910","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220058.466565162,229384.693588586,220075.417837542,229399.133561353,"Tree"
"4911","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",220064.43090174,229372.137090527,220083.893473731,229388.460538003,"Tree"
"4912","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219981.2441021,229364.28927924,220001.334498994,229384.379676134,"Tree"
"4913","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219997.881462028,229350.791043827,220021.73880834,229369.625790915,"Tree"
"4914","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219986.894526226,229346.082357054,220006.984923121,229362.405804531,"Tree"
"4915","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219979.674539842,229344.198882346,219994.11451261,229361.150154725,"Tree"
"4916","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219971.296838223,229364.934389226,219984.309334329,229379.293005618,"Tree"
"4917","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219938.541244578,229370.767577135,219962.77140974,229393.202915248,"Tree"
"4918","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219958.059988737,229361.79344189,219973.764725416,229379.74171238,"Tree"
"4919","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219921.714740993,229366.953569656,219937.419477673,229384.004426622,"Tree"
"4920","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219927.996635665,229379.966065761,219946.393612918,229398.363043014,"Tree"
"4921","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219904.215177265,229378.844298856,219928.445342427,229395.44644906,"Tree"
"4922","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219915.432846322,229399.260456539,219937.419477673,229419.003554078,"Tree"
"4923","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219912.740605748,229391.183734818,219931.586289763,229403.747524161,"Tree"
"4924","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219897.933282593,229395.222095678,219916.778966608,229413.619072931,"Tree"
"4925","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219895.465395401,229409.805065452,219912.067545605,229425.061095369,"Tree"
"4926","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219905.71652965,229417.719717859,219916.006973226,229429.725235365,"Tree"
"4927","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219911.376273617,229426.123580113,219928.183998124,229439.501156762,"Tree"
"4928","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219907.260096186,229437.957590226,219922.352746765,229450.992152089,"Tree"
"4929","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219901.771859612,229445.332408122,219912.74833276,229456.651896056,"Tree"
"4930","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219896.96965261,229454.079285162,219912.062303188,229465.398773096,"Tree"
"4931","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219893.024982572,229459.910536522,219908.460647937,229472.602083599,"Tree"
"4932","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219881.705494638,229463.512191773,219894.397041716,229472.08756142,"Tree"
"4933","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219878.27534678,229459.22450695,219884.792627711,229466.770832239,"Tree"
"4934","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219875.874243278,229452.19270384,219885.821672069,229461.111088272,"Tree"
"4935","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219884.278105532,229451.678181661,219897.312667396,229465.05575831,"Tree"
"4936","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219883.592075961,229443.788841586,219894.568549109,229453.736270376,"Tree"
"4937","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219893.539504751,229436.414023689,219905.888037043,229450.134615124,"Tree"
"4938","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219886.850716426,229427.324131864,219900.228293076,229442.416782442,"Tree"
"4939","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219890.966893857,229419.777806574,219903.658440934,229432.812368438,"Tree"
"4940","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219886.164686855,229411.030929534,219896.455130431,229422.007402683,"Tree"
"4941","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219878.446854173,229410.344899963,219888.737297749,229420.292328753,"Tree"
"4942","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219876.045750671,229419.091777003,219891.481416036,229430.754279722,"Tree"
"4943","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219876.731780243,229428.010161435,219892.167445608,229440.701708513,"Tree"
"4944","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219871.758065848,229435.556486725,219887.193731212,229453.050240804,"Tree"
"4945","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219888.321786353,229467.186589691,219896.445975789,229478.489809775,"Tree"
"4946","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219892.560493885,229470.012394712,219907.395970246,229482.728517307,"Tree"
"4947","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219902.097585831,229473.721263802,219915.166934054,229490.676093929,"Tree"
"4948","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219909.515324012,229486.08416077,219918.69919033,229495.974478344,"Tree"
"4949","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219918.905281074,229492.238805389,219927.224037488,229502.221313085,"Tree"
"4950","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219924.520441653,229497.230059237,219936.166700632,229508.460380396,"Tree"
"4951","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219951.642660982,229525.583600554,219965.573483262,229540.509481568,"Tree"
"4952","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219941.69207364,229516.462228824,219953.301092206,229534.37328604,"Tree"
"4953","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/pembrokeshire.tif",219933.399917521,229504.023994646,219944.345563598,229519.281561904,"Tree"
"4954","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354489.903101428,332681.119285935,354506.612485396,332697.032984951,"Tree"
"4955","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354477.172142215,332568.132022915,354497.859950937,332586.432776784,"Tree"
"4956","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354618.82436392,332104.898168668,354641.220127936,332123.561305348,"Tree"
"4957","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354627.03614406,332003.743967864,354640.473602469,332015.688375339,"Tree"
"4958","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354609.866058314,331997.398501393,354627.782669527,332014.568587138,"Tree"
"4959","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354580.751565094,332000.384603262,354591.949447102,332009.342908868,"Tree"
"4960","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354560.968640213,331992.546085856,354578.138725959,332009.716171602,"Tree"
"4961","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354549.024232739,331988.440195787,354560.968640213,332001.131128729,"Tree"
"4962","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354528.121519657,331988.440195787,354540.812452599,332001.131128729,"Tree"
"4963","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354514.310798514,331986.573882119,354526.255205989,332002.25091693,"Tree"
"4964","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354494.901136367,331993.292611323,354506.845543842,332003.743967864,"Tree"
"4965","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354485.196305294,331996.651975926,354494.1546109,332005.610281532,"Tree"
"4966","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354448.616557402,331995.905450459,354466.533168614,332016.061638073,"Tree"
"4967","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354654.409108378,331993.199611448,354663.378044439,332003.799263157,"Tree"
"4968","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354662.562686616,331986.676748858,354675.608411796,331999.722474038,"Tree"
"4969","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354687.634939697,331978.727010076,354694.973160111,331986.472909402,"Tree"
"4970","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/shropshire.tif",354706.184330188,331965.885124351,354712.707192778,331974.038702589,"Tree"
